driver_age,vehicle_value,vehicle_age,annual_mileage,region,driving_experience,claim_count,claim_cost,pure_premium
41,25517.41,18,25251,north,23,0,0.0,0.0
40,34851.17,2,12392,south,22,0,0.0,0.0
39,41871.97,14,23673,south,21,0,0.0,0.0
65,14977.71,7,21009,north,47,0,0.0,0.0
42,13115.57,19,44239,east,24,0,0.0,0.0
61,33169.88,7,13414,east,43,0,0.0,0.0
32,20692.94,2,30609,west,14,1,1262.97,1262.97
34,10971.48,19,34187,north,16,0,0.0,0.0
28,4470.77,15,34370,east,10,0,0.0,0.0
58,25310.91,12,7314,central,40,0,0.0,0.0
48,13176.29,7,37897,south,30,0,0.0,0.0
47,5494.88,14,21011,central,29,0,0.0,0.0
54,34578.63,20,38841,central,36,0,0.0,0.0
33,13696.52,9,38150,south,15,1,554.65,554.65
36,11170.99,11,31320,central,18,0,0.0,0.0
51,14365.36,1,46456,central,33,0,0.0,0.0
33,10909.04,12,20906,central,15,2,1918.34,3836.68
28,12017.25,1,8406,north,10,0,0.0,0.0
74,21747.17,10,22891,west,56,0,0.0,0.0
66,15067.41,1,5840,central,48,0,0.0,0.0
53,17860.98,15,26527,north,35,0,0.0,0.0
37,10193.93,11,46640,east,19,0,0.0,0.0
32,6834.21,5,48220,south,14,0,0.0,0.0
35,16715.4,2,23192,central,17,0,0.0,0.0
55,22564.08,4,21814,south,37,0,0.0,0.0
45,11150.39,7,22495,south,27,0,0.0,0.0
57,23286.08,9,44911,east,39,0,0.0,0.0
60,25638.39,13,10765,central,42,0,0.0,0.0
23,45665.35,14,48402,south,5,0,0.0,0.0
40,14760.57,19,40607,central,22,0,0.0,0.0
55,16781.93,19,27926,east,37,0,0.0,0.0
37,13663.04,17,18860,south,19,0,0.0,0.0
34,54921.4,2,33259,north,16,0,0.0,0.0
22,33560.06,20,17043,south,4,1,694.61,694.61
42,15467.85,17,35438,central,24,0,0.0,0.0
53,10481.24,6,31815,south,35,1,327.67,327.67
28,10086.51,3,33248,north,10,0,0.0,0.0
39,29029.24,17,5244,north,21,0,0.0,0.0
64,13473.89,3,10081,east,46,0,0.0,0.0
34,22858.63,11,40640,east,16,0,0.0,0.0
41,39676.51,5,21151,north,23,0,0.0,0.0
36,11593.85,9,38529,north,18,0,0.0,0.0
40,9420.98,6,8739,south,22,0,0.0,0.0
49,28102.44,12,40033,west,31,0,0.0,0.0
38,15068.67,18,19893,central,20,0,0.0,0.0
46,22267.02,2,34779,central,28,0,0.0,0.0
31,29528.75,1,36589,south,13,0,0.0,0.0
58,13626.5,1,28284,central,40,0,0.0,0.0
23,30408.03,9,11238,central,5,0,0.0,0.0
50,26648.66,11,18231,south,32,0,0.0,0.0
29,12263.26,20,26734,north,11,1,391.16,391.16
33,19127.93,12,37325,south,15,0,0.0,0.0
51,15223.32,18,22531,central,33,0,0.0,0.0
38,13152.44,20,34156,east,20,0,0.0,0.0
32,11726.47,19,48358,south,14,0,0.0,0.0
39,15978.72,20,35895,central,21,0,0.0,0.0
33,16659.97,17,7415,north,15,0,0.0,0.0
46,10265.47,3,35648,central,28,0,0.0,0.0
45,15174.0,6,35043,north,27,0,0.0,0.0
34,14210.99,4,15819,south,16,0,0.0,0.0
50,9973.27,1,34232,east,32,0,0.0,0.0
54,12929.4,8,29151,north,36,0,0.0,0.0
35,17496.34,14,42944,west,17,1,269.45,269.45
32,15653.82,12,18173,central,14,0,0.0,0.0
27,13810.65,7,18538,north,9,0,0.0,0.0
26,56826.83,13,32992,east,8,0,0.0,0.0
24,34274.31,11,49757,south,6,0,0.0,0.0
35,21035.37,7,46422,central,17,0,0.0,0.0
26,8217.0,9,15766,central,8,0,0.0,0.0
44,10868.59,13,28390,north,26,1,730.06,730.06
54,10650.89,10,31669,south,36,0,0.0,0.0
34,8994.62,1,14941,east,16,0,0.0,0.0
41,7947.02,11,32283,east,23,0,0.0,0.0
30,7081.19,16,39491,south,12,0,0.0,0.0
50,35243.76,9,29188,south,32,0,0.0,0.0
38,14412.91,15,38735,north,20,0,0.0,0.0
32,27025.47,16,23574,west,14,0,0.0,0.0
45,18245.04,11,23402,central,27,0,0.0,0.0
27,11994.29,9,9597,south,9,0,0.0,0.0
49,16482.44,14,15725,west,31,1,552.72,552.72
36,27826.76,15,37100,west,18,2,244.54,489.08
35,15523.7,14,12946,west,17,2,323.98,647.96
45,29804.45,17,38940,north,27,2,690.84,1381.68
23,21661.17,6,12369,east,5,0,0.0,0.0
46,28121.35,6,8022,south,28,0,0.0,0.0
22,27841.45,17,32013,east,4,0,0.0,0.0
60,12866.87,7,36761,south,42,0,0.0,0.0
71,26576.45,3,44042,central,53,2,92.99,185.98
57,48330.75,6,18960,east,39,1,3312.16,3312.16
69,17594.3,5,15104,west,51,1,326.27,326.27
45,8332.49,11,47143,west,27,2,813.44,1626.88
52,22042.13,13,19330,south,34,1,307.56,307.56
48,19560.06,12,8865,central,30,0,0.0,0.0
29,28523.58,19,36459,east,11,0,0.0,0.0
31,28701.08,20,27191,south,13,0,0.0,0.0
27,18549.92,11,10331,south,9,0,0.0,0.0
23,24596.6,2,9583,south,5,0,0.0,0.0
42,16135.1,5,42107,east,24,0,0.0,0.0
38,8382.03,11,17945,east,20,0,0.0,0.0
51,17000.3,10,44808,central,33,0,0.0,0.0
31,32160.5,9,30109,north,13,0,0.0,0.0
30,4116.57,20,19616,north,12,0,0.0,0.0
41,16151.28,2,12107,central,23,1,273.05,273.05
26,18138.87,18,40120,west,8,1,1417.14,1417.14
66,5705.75,15,14834,east,48,0,0.0,0.0
49,9369.69,7,7711,east,31,0,0.0,0.0
26,15202.77,2,38250,central,8,0,0.0,0.0
24,6858.69,5,27109,east,6,0,0.0,0.0
32,16350.53,14,47503,central,14,0,0.0,0.0
60,17560.04,2,19938,north,42,0,0.0,0.0
26,15190.87,5,39523,north,8,0,0.0,0.0
30,10819.83,6,5516,south,12,0,0.0,0.0
57,26288.09,14,40108,east,39,1,913.91,913.91
32,8150.25,19,44773,north,14,0,0.0,0.0
39,12480.56,5,39748,east,21,0,0.0,0.0
53,13771.9,2,47982,west,35,0,0.0,0.0
22,20453.21,13,20320,west,4,0,0.0,0.0
35,7804.1,20,23214,west,17,0,0.0,0.0
33,10094.39,13,23913,west,15,0,0.0,0.0
30,4533.66,4,28169,central,12,0,0.0,0.0
34,9891.08,10,10954,west,16,0,0.0,0.0
51,12316.57,19,20966,south,33,0,0.0,0.0
60,25861.74,20,6392,north,42,1,632.5,632.5
36,23864.76,13,20671,west,18,0,0.0,0.0
58,27091.72,16,6965,north,40,1,1252.48,1252.48
37,10082.53,13,17518,east,19,0,0.0,0.0
61,7532.51,18,12361,south,43,1,446.11,446.11
41,18566.92,3,19866,south,23,0,0.0,0.0
61,8325.61,19,36944,south,43,0,0.0,0.0
30,17504.16,20,44934,south,12,0,0.0,0.0
45,10517.62,3,17394,central,27,0,0.0,0.0
39,31486.66,17,31166,east,21,0,0.0,0.0
47,13490.6,7,30526,west,29,1,178.25,178.25
65,6441.12,18,20104,central,47,0,0.0,0.0
29,6829.03,12,22842,south,11,0,0.0,0.0
65,13967.8,18,36489,west,47,0,0.0,0.0
29,24062.08,5,12891,east,11,0,0.0,0.0
42,18994.28,19,34738,central,24,1,629.2,629.2
32,28771.62,17,38748,west,14,2,2158.57,4317.14
40,21131.62,8,48862,north,22,1,1576.46,1576.46
53,19527.05,4,49191,central,35,0,0.0,0.0
20,25920.91,19,31031,central,2,0,0.0,0.0
51,26830.61,16,16339,north,33,0,0.0,0.0
30,13583.27,10,24155,east,12,0,0.0,0.0
57,27093.29,15,40844,central,39,1,1581.4,1581.4
61,32961.68,2,24379,south,43,0,0.0,0.0
42,26492.94,4,22487,north,24,0,0.0,0.0
54,15897.19,20,23166,east,36,0,0.0,0.0
51,15092.58,18,34861,east,33,1,944.59,944.59
26,29226.47,6,11192,north,8,1,1024.84,1024.84
61,9692.45,12,36022,central,43,0,0.0,0.0
35,38681.08,15,22554,north,17,0,0.0,0.0
58,11790.54,8,22506,east,40,2,952.85,1905.7
59,13967.54,11,14968,east,41,0,0.0,0.0
38,14414.53,8,8159,east,20,0,0.0,0.0
40,17257.0,20,29530,south,22,0,0.0,0.0
50,20146.48,14,14970,south,32,0,0.0,0.0
43,9338.75,17,36884,central,25,1,692.83,692.83
63,8006.27,6,34941,south,45,1,1293.83,1293.83
52,42364.89,6,7949,east,34,1,1289.21,1289.21
45,16854.83,3,42273,west,27,0,0.0,0.0
31,15394.59,9,20763,west,13,0,0.0,0.0
39,10950.2,12,17280,south,21,0,0.0,0.0
31,3875.4,2,40712,south,13,1,300.72,300.72
45,25358.52,10,12273,east,27,0,0.0,0.0
45,16443.76,1,30619,north,27,0,0.0,0.0
25,29720.82,11,13127,east,7,0,0.0,0.0
29,44896.36,4,24939,north,11,0,0.0,0.0
42,11313.6,12,23257,east,24,0,0.0,0.0
41,16731.58,5,49218,south,23,0,0.0,0.0
38,12935.21,14,8818,east,20,0,0.0,0.0
38,30105.95,1,22935,central,20,0,0.0,0.0
34,22855.48,14,27376,central,16,0,0.0,0.0
42,37461.92,8,6338,east,24,0,0.0,0.0
25,12196.36,16,42099,north,7,0,0.0,0.0
37,10770.37,16,33520,east,19,1,353.23,353.23
42,19135.18,19,19615,south,24,0,0.0,0.0
31,15146.69,11,20084,central,13,1,1750.38,1750.38
24,7562.96,17,32202,west,6,1,989.61,989.61
45,14411.43,6,25341,south,27,0,0.0,0.0
35,19619.68,3,6373,east,17,0,0.0,0.0
50,34234.74,8,20631,central,32,0,0.0,0.0
59,25980.08,12,26602,south,41,0,0.0,0.0
63,13514.93,20,40027,south,45,0,0.0,0.0
33,13295.47,14,15562,central,15,0,0.0,0.0
45,25505.87,8,23088,west,27,0,0.0,0.0
62,14949.43,17,32999,east,44,1,111.38,111.38
44,31477.6,5,9869,east,26,0,0.0,0.0
34,7013.89,2,39434,west,16,0,0.0,0.0
39,26470.22,7,30597,north,21,0,0.0,0.0
65,33725.12,14,25149,east,47,0,0.0,0.0
34,19242.92,6,33244,east,16,0,0.0,0.0
21,8864.76,16,18012,east,3,0,0.0,0.0
61,14986.74,3,35998,south,43,0,0.0,0.0
37,32106.68,20,46550,east,19,1,707.13,707.13
31,11811.96,11,15672,east,13,0,0.0,0.0
25,8889.64,19,44657,east,7,0,0.0,0.0
26,8587.89,19,36272,south,8,2,116.51,233.02
54,24155.77,14,10645,central,36,0,0.0,0.0
38,33020.18,10,11143,south,20,1,693.59,693.59
29,27177.74,1,10041,south,11,0,0.0,0.0
62,46671.88,14,16235,south,44,0,0.0,0.0
60,9920.93,3,46203,south,42,1,1196.97,1196.97
46,7728.44,14,26634,north,28,0,0.0,0.0
39,16822.86,8,36909,north,21,0,0.0,0.0
58,25012.19,2,12882,east,40,0,0.0,0.0
57,38505.08,7,45676,south,39,0,0.0,0.0
38,14362.6,12,12745,east,20,1,1118.93,1118.93
41,33913.25,13,48089,east,23,1,797.63,797.63
58,28387.55,18,46282,west,40,0,0.0,0.0
66,8069.62,2,32446,west,48,0,0.0,0.0
48,26611.18,11,12382,west,30,0,0.0,0.0
55,12811.73,12,6705,east,37,0,0.0,0.0
25,18825.84,20,19630,north,7,2,508.91,1017.82
30,39584.77,6,8149,central,12,1,886.38,886.38
44,8757.53,17,21953,south,26,0,0.0,0.0
34,11083.91,13,28204,central,16,0,0.0,0.0
57,10849.9,4,10294,east,39,0,0.0,0.0
64,64931.37,15,21728,central,46,0,0.0,0.0
52,26131.73,19,17439,west,34,0,0.0,0.0
41,16569.15,10,13540,central,23,0,0.0,0.0
40,18415.78,1,47879,west,22,0,0.0,0.0
57,11818.45,13,49994,west,39,1,1560.08,1560.08
53,15890.71,3,20544,south,35,0,0.0,0.0
44,14637.53,19,30869,east,26,0,0.0,0.0
53,19542.66,8,13155,north,35,0,0.0,0.0
27,14384.99,1,40244,west,9,0,0.0,0.0
40,23091.33,4,39354,central,22,0,0.0,0.0
43,10748.51,13,13098,east,25,0,0.0,0.0
43,11136.33,17,39958,east,25,0,0.0,0.0
46,20424.98,5,42729,east,28,0,0.0,0.0
44,21060.85,5,43094,central,26,0,0.0,0.0
51,19868.42,6,47816,south,33,0,0.0,0.0
27,19224.99,6,33351,central,9,0,0.0,0.0
44,34641.48,12,6463,south,26,0,0.0,0.0
49,17656.83,6,30374,north,31,0,0.0,0.0
62,11928.73,4,35128,south,44,0,0.0,0.0
28,12904.24,12,39564,south,10,0,0.0,0.0
61,33528.93,3,37138,north,43,0,0.0,0.0
49,20062.39,18,47086,south,31,0,0.0,0.0
29,13031.06,18,24379,north,11,1,484.36,484.36
46,8839.29,9,27091,central,28,0,0.0,0.0
40,14613.02,7,47843,central,22,0,0.0,0.0
30,19086.2,16,47280,north,12,0,0.0,0.0
60,18526.51,7,30687,south,42,1,336.26,336.26
57,19979.72,6,47229,north,39,0,0.0,0.0
45,31390.7,8,17379,south,27,0,0.0,0.0
24,13247.36,14,12730,south,6,1,560.21,560.21
31,19379.21,7,17104,west,13,0,0.0,0.0
34,17040.69,7,19778,east,16,0,0.0,0.0
26,20326.82,12,14774,north,8,0,0.0,0.0
51,10652.45,2,47353,north,33,0,0.0,0.0
44,24152.1,14,11091,west,26,0,0.0,0.0
43,19044.39,2,34492,west,25,0,0.0,0.0
36,39134.48,1,34743,west,18,0,0.0,0.0
25,21769.18,2,31995,south,7,0,0.0,0.0
45,25454.45,10,43110,north,27,1,565.75,565.75
32,24504.05,4,25047,west,14,0,0.0,0.0
49,8478.18,9,12248,central,31,0,0.0,0.0
57,23554.91,18,12545,central,39,0,0.0,0.0
40,18599.0,11,11843,south,22,0,0.0,0.0
23,14145.02,13,36768,central,5,0,0.0,0.0
27,47167.46,13,46807,east,9,0,0.0,0.0
47,9181.52,13,39668,central,29,1,1920.98,1920.98
52,22625.8,3,30909,west,34,0,0.0,0.0
51,22265.39,8,28427,east,33,0,0.0,0.0
53,7434.97,9,45269,central,35,0,0.0,0.0
46,47269.34,8,15006,south,28,0,0.0,0.0
67,9224.68,9,22134,north,49,0,0.0,0.0
47,34327.97,6,38444,north,29,1,2565.6,2565.6
55,21056.24,15,46643,south,37,0,0.0,0.0
51,21760.47,2,33010,central,33,0,0.0,0.0
26,38053.3,19,41874,central,8,1,2141.92,2141.92
48,30538.43,19,10915,central,30,0,0.0,0.0
56,12454.45,16,24448,south,38,1,337.31,337.31
45,11348.19,5,6154,west,27,2,622.76,1245.52
32,22226.07,5,24700,west,14,0,0.0,0.0
34,9610.91,19,17257,south,16,1,319.71,319.71
57,10904.51,13,27138,east,39,0,0.0,0.0
30,5340.02,16,20359,south,12,1,157.35,157.35
38,15506.29,7,21562,central,20,0,0.0,0.0
27,22008.22,18,17898,west,9,0,0.0,0.0
59,30651.86,9,39375,west,41,1,699.54,699.54
54,20783.75,15,30751,east,36,0,0.0,0.0
37,17057.0,18,9836,east,19,1,814.15,814.15
28,18964.07,17,44335,central,10,0,0.0,0.0
50,22316.65,4,21120,north,32,0,0.0,0.0
32,34066.59,5,48108,south,14,0,0.0,0.0
28,11254.94,17,7198,north,10,0,0.0,0.0
26,11642.32,5,33910,south,8,1,373.45,373.45
45,17217.61,19,38500,south,27,0,0.0,0.0
74,14321.0,1,32136,central,56,0,0.0,0.0
44,16200.7,2,14642,central,26,0,0.0,0.0
36,33774.58,7,35515,south,18,0,0.0,0.0
44,35785.37,5,6547,south,26,0,0.0,0.0
25,7218.94,2,29933,north,7,0,0.0,0.0
27,28152.03,9,40643,south,9,1,1094.74,1094.74
51,16941.73,5,28556,west,33,0,0.0,0.0
43,13919.96,19,16347,west,25,0,0.0,0.0
26,26445.74,5,14319,east,8,0,0.0,0.0
25,54518.02,2,10890,south,7,0,0.0,0.0
32,11848.93,4,42585,west,14,0,0.0,0.0
30,15209.02,3,26086,central,12,0,0.0,0.0
44,11842.77,18,22102,north,26,0,0.0,0.0
60,16498.71,7,30147,west,42,1,1093.26,1093.26
58,7982.54,12,45186,central,40,0,0.0,0.0
63,24723.9,17,16442,central,45,0,0.0,0.0
24,20850.84,5,12484,north,6,0,0.0,0.0
52,21968.35,8,37544,east,34,0,0.0,0.0
55,37674.24,18,48066,south,37,0,0.0,0.0
27,9409.17,11,5351,north,9,0,0.0,0.0
34,25768.08,19,7372,east,16,0,0.0,0.0
36,37851.86,8,8731,west,18,0,0.0,0.0
70,24888.42,4,39245,west,52,0,0.0,0.0
32,10995.3,11,22801,central,14,0,0.0,0.0
40,25702.11,1,7399,south,22,0,0.0,0.0
32,19232.6,2,8271,west,14,0,0.0,0.0
63,12283.25,14,8518,north,45,0,0.0,0.0
46,17059.12,10,19517,east,28,0,0.0,0.0
29,14115.15,20,32451,north,11,0,0.0,0.0
32,28943.85,10,46814,central,14,0,0.0,0.0
38,16239.36,10,26000,west,20,0,0.0,0.0
56,9693.78,18,10441,central,38,0,0.0,0.0
48,12188.99,11,5801,north,30,0,0.0,0.0
58,16586.01,12,38130,north,40,0,0.0,0.0
42,19269.93,1,20499,north,24,1,897.6,897.6
41,36703.15,11,13678,south,23,0,0.0,0.0
44,17152.04,18,13075,north,26,0,0.0,0.0
52,16682.86,2,42853,west,34,0,0.0,0.0
37,12375.41,13,37918,south,19,0,0.0,0.0
43,31691.58,6,11196,south,25,0,0.0,0.0
28,13729.23,14,30219,east,10,0,0.0,0.0
43,43046.82,17,49825,south,25,0,0.0,0.0
58,11162.21,9,20444,west,40,0,0.0,0.0
42,8209.6,15,13047,central,24,0,0.0,0.0
19,13966.74,3,27639,north,1,0,0.0,0.0
45,20162.02,5,17447,north,27,0,0.0,0.0
60,12755.68,9,21702,east,42,0,0.0,0.0
28,12589.26,7,7832,central,10,0,0.0,0.0
59,14749.88,12,8401,south,41,0,0.0,0.0
32,8179.34,3,36072,south,14,0,0.0,0.0
59,16508.38,15,27330,west,41,0,0.0,0.0
23,11390.37,18,14982,east,5,0,0.0,0.0
39,19752.95,7,26296,west,21,0,0.0,0.0
39,19852.97,16,48713,north,21,0,0.0,0.0
55,29074.75,10,13118,west,37,0,0.0,0.0
59,8185.8,18,39861,central,41,0,0.0,0.0
76,15492.86,14,9952,west,58,1,144.99,144.99
33,15625.22,5,22760,east,15,0,0.0,0.0
48,14316.59,17,37656,east,30,1,631.6,631.6
23,13118.99,19,9526,west,5,1,526.5,526.5
19,14067.65,11,31986,north,1,1,2762.72,2762.72
42,7342.49,9,18963,central,24,1,178.96,178.96
27,13247.1,20,34249,east,9,0,0.0,0.0
56,17650.29,5,45188,north,38,0,0.0,0.0
24,42963.35,5,43819,west,6,1,164.88,164.88
41,16751.07,20,46766,south,23,0,0.0,0.0
70,23635.11,20,36212,central,52,0,0.0,0.0
29,11234.03,17,43787,south,11,0,0.0,0.0
38,8948.17,6,6617,south,20,0,0.0,0.0
58,9977.4,7,31667,north,40,0,0.0,0.0
24,14766.15,8,26019,west,6,0,0.0,0.0
51,44228.45,12,42671,west,33,0,0.0,0.0
47,36244.75,7,27845,south,29,0,0.0,0.0
34,17596.02,6,48699,central,16,0,0.0,0.0
46,12971.43,19,48732,central,28,0,0.0,0.0
44,37817.72,7,38672,central,26,0,0.0,0.0
36,18407.59,12,12842,central,18,0,0.0,0.0
41,29968.84,18,35842,central,23,0,0.0,0.0
50,27579.98,20,32306,north,32,1,133.41,133.41
51,16876.79,18,7303,south,33,0,0.0,0.0
34,26458.56,3,34627,west,16,1,104.6,104.6
66,17236.05,18,9290,north,48,0,0.0,0.0
43,21422.33,5,25420,central,25,0,0.0,0.0
49,43932.85,1,39959,south,31,0,0.0,0.0
45,11158.07,4,30792,east,27,0,0.0,0.0
22,23328.7,1,38167,east,4,0,0.0,0.0
40,13536.89,20,26859,north,22,0,0.0,0.0
41,12557.26,1,17811,north,23,0,0.0,0.0
23,20771.57,11,43401,south,5,2,681.69,1363.38
38,17875.16,12,38383,south,20,0,0.0,0.0
31,14468.22,2,15649,south,13,0,0.0,0.0
30,11606.18,6,27364,south,12,0,0.0,0.0
40,28237.42,11,46219,north,22,0,0.0,0.0
55,6897.51,2,38127,south,37,0,0.0,0.0
33,33153.12,3,26394,central,15,0,0.0,0.0
37,4805.87,5,45125,south,19,0,0.0,0.0
51,11517.48,7,36156,north,33,0,0.0,0.0
48,8296.51,17,23971,north,30,0,0.0,0.0
53,9011.2,4,27575,south,35,0,0.0,0.0
25,45144.15,17,33740,north,7,1,1983.5,1983.5
57,14345.67,15,39350,north,39,1,907.44,907.44
37,9387.17,17,16829,south,19,0,0.0,0.0
30,12114.99,5,39201,east,12,0,0.0,0.0
40,25926.99,5,9670,west,22,0,0.0,0.0
63,27942.4,12,39247,central,45,1,1252.92,1252.92
55,16116.0,14,29928,east,37,0,0.0,0.0
37,34721.5,12,36969,south,19,1,1087.06,1087.06
42,16196.19,11,32053,central,24,0,0.0,0.0
56,16404.26,11,7935,south,38,0,0.0,0.0
46,14858.74,2,45743,east,28,0,0.0,0.0
46,23829.16,14,12705,west,28,0,0.0,0.0
38,29301.49,1,7280,central,20,1,834.73,834.73
60,8577.38,4,22478,west,42,0,0.0,0.0
39,18619.85,3,20729,south,21,0,0.0,0.0
48,8854.06,1,48318,central,30,0,0.0,0.0
29,27845.09,19,36860,north,11,0,0.0,0.0
47,13300.56,6,49600,north,29,0,0.0,0.0
24,15225.98,14,16463,north,6,1,970.15,970.15
57,15045.5,6,39507,central,39,0,0.0,0.0
27,19499.89,1,30218,west,9,0,0.0,0.0
28,4087.94,2,31592,west,10,0,0.0,0.0
51,17317.83,4,18714,west,33,0,0.0,0.0
27,15748.4,19,35868,east,9,0,0.0,0.0
39,22869.49,15,22886,north,21,0,0.0,0.0
49,9480.16,14,41463,east,31,1,306.96,306.96
37,20005.8,4,13520,north,19,0,0.0,0.0
40,29347.67,12,45138,north,22,0,0.0,0.0
42,7571.92,16,37304,central,24,0,0.0,0.0
38,41822.83,9,18027,west,20,0,0.0,0.0
39,15999.59,18,40380,south,21,1,1817.78,1817.78
20,15637.22,16,7949,central,2,1,463.04,463.04
56,7669.04,5,6270,north,38,0,0.0,0.0
53,17870.79,4,14124,central,35,0,0.0,0.0
34,24926.48,10,14422,east,16,0,0.0,0.0
61,23347.5,16,48392,north,43,0,0.0,0.0
38,12796.73,11,22893,east,20,1,391.83,391.83
33,5100.91,3,39475,central,15,0,0.0,0.0
57,32355.03,10,25374,east,39,0,0.0,0.0
55,27005.3,7,43438,west,37,1,1506.05,1506.05
38,28458.64,2,42838,east,20,0,0.0,0.0
47,63100.38,3,14744,central,29,1,5658.0,5658.0
37,21652.75,13,21408,east,19,0,0.0,0.0
34,34864.51,14,42852,south,16,0,0.0,0.0
44,12213.44,7,28315,east,26,0,0.0,0.0
62,31477.23,6,27744,east,44,0,0.0,0.0
41,9522.96,13,5117,central,23,0,0.0,0.0
48,20812.53,6,13817,east,30,0,0.0,0.0
31,11617.79,17,39371,east,13,2,623.74,1247.48
39,6903.14,6,18894,central,21,0,0.0,0.0
60,14675.33,2,18393,south,42,1,537.41,537.41
31,29601.32,3,33794,south,13,0,0.0,0.0
53,14078.09,5,11170,west,35,0,0.0,0.0
55,13512.57,8,48716,central,37,0,0.0,0.0
42,16138.14,6,27808,north,24,0,0.0,0.0
30,7880.81,11,37497,west,12,1,312.22,312.22
60,10241.34,5,25648,north,42,0,0.0,0.0
23,11482.65,12,19755,west,5,0,0.0,0.0
62,35064.78,6,11420,south,44,1,707.53,707.53
55,66719.68,14,22679,north,37,0,0.0,0.0
20,43112.38,9,37843,north,2,0,0.0,0.0
41,27523.66,19,22531,north,23,0,0.0,0.0
34,12870.79,20,24338,central,16,3,1469.23,4407.69
37,11736.45,3,35529,central,19,0,0.0,0.0
55,13101.16,1,24425,south,37,0,0.0,0.0
48,7562.36,4,31029,north,30,0,0.0,0.0
31,10416.33,3,8271,north,13,1,572.38,572.38
28,12152.34,17,7769,north,10,1,192.27,192.27
50,37223.93,17,16978,west,32,1,749.09,749.09
55,18933.96,16,12930,north,37,0,0.0,0.0
41,23509.68,10,18966,north,23,0,0.0,0.0
50,12735.92,7,36201,central,32,0,0.0,0.0
59,11444.33,5,39078,east,41,0,0.0,0.0
71,6208.34,1,28878,east,53,0,0.0,0.0
28,15178.36,6,18972,east,10,0,0.0,0.0
42,32615.29,9,35997,central,24,0,0.0,0.0
42,17909.35,1,14540,west,24,0,0.0,0.0
39,21367.23,18,46611,south,21,0,0.0,0.0
37,26137.07,18,43143,south,19,1,1208.87,1208.87
46,18316.93,14,42009,east,28,0,0.0,0.0
29,47978.8,10,14001,south,11,0,0.0,0.0
55,9219.1,16,31151,east,37,0,0.0,0.0
35,15910.46,4,5984,south,17,0,0.0,0.0
44,13896.65,7,20859,west,26,0,0.0,0.0
69,12000.47,3,17635,north,51,0,0.0,0.0
32,37383.83,8,16728,central,14,0,0.0,0.0
46,35591.72,12,27369,west,28,0,0.0,0.0
43,37235.9,11,7535,north,25,0,0.0,0.0
44,11044.27,4,13787,central,26,0,0.0,0.0
53,16773.29,6,8270,south,35,0,0.0,0.0
28,15554.17,7,47487,east,10,0,0.0,0.0
27,17590.99,11,48988,central,9,1,1007.98,1007.98
45,25281.42,20,25728,west,27,0,0.0,0.0
57,45602.79,7,30898,east,39,0,0.0,0.0
53,14554.24,4,25402,central,35,0,0.0,0.0
30,22023.38,8,42829,east,12,0,0.0,0.0
33,17568.24,8,11513,east,15,0,0.0,0.0
62,13583.82,11,47880,south,44,1,1243.73,1243.73
45,48199.38,1,47179,east,27,0,0.0,0.0
38,13484.22,17,44252,north,20,0,0.0,0.0
36,10553.77,20,35965,north,18,0,0.0,0.0
32,23873.83,5,10605,south,14,0,0.0,0.0
61,11547.88,17,10344,south,43,1,1258.71,1258.71
26,18244.73,16,22062,central,8,0,0.0,0.0
40,27822.75,19,17877,west,22,0,0.0,0.0
22,43475.98,1,21559,east,4,1,1569.13,1569.13
52,29848.83,2,21678,south,34,0,0.0,0.0
46,26867.74,18,25658,central,28,0,0.0,0.0
32,12661.12,14,30136,east,14,0,0.0,0.0
46,12032.23,8,34415,west,28,0,0.0,0.0
26,21992.54,13,22895,west,8,1,929.73,929.73
57,8277.42,14,34429,east,39,0,0.0,0.0
58,23704.07,11,46088,north,40,2,684.26,1368.52
40,15942.37,6,34841,west,22,0,0.0,0.0
24,22715.08,6,33163,north,6,0,0.0,0.0
59,47118.26,16,10255,central,41,0,0.0,0.0
46,8241.27,2,45315,central,28,1,1109.02,1109.02
30,9240.4,16,28624,west,12,0,0.0,0.0
35,16000.24,11,17391,central,17,1,1163.12,1163.12
35,21381.95,20,34380,central,17,0,0.0,0.0
27,26945.72,19,38758,north,9,0,0.0,0.0
53,18628.23,8,6011,north,35,0,0.0,0.0
24,8571.61,10,19289,east,6,0,0.0,0.0
43,10916.89,9,34543,north,25,0,0.0,0.0
52,17260.98,15,18033,central,34,0,0.0,0.0
32,18515.37,17,29546,east,14,0,0.0,0.0
21,29710.1,9,47493,east,3,0,0.0,0.0
40,47480.7,14,25373,central,22,0,0.0,0.0
55,25853.34,14,30677,east,37,1,1106.82,1106.82
40,11993.85,12,15745,south,22,0,0.0,0.0
38,13613.02,1,28861,east,20,0,0.0,0.0
41,11713.68,4,9217,south,23,0,0.0,0.0
45,33142.6,3,32822,north,27,1,1801.96,1801.96
62,20286.54,5,21201,south,44,0,0.0,0.0
36,7547.77,6,31668,north,18,1,358.18,358.18
31,38341.31,11,24092,south,13,0,0.0,0.0
59,7703.91,4,19226,east,41,0,0.0,0.0
24,59213.66,14,22679,central,6,1,1415.18,1415.18
28,24857.15,16,21477,south,10,0,0.0,0.0
39,18345.96,16,19966,west,21,0,0.0,0.0
40,17096.22,10,20902,south,22,0,0.0,0.0
57,17140.09,16,45883,south,39,0,0.0,0.0
39,6089.36,9,19787,east,21,0,0.0,0.0
